,movie,year,imdb,metascore,votes,n_imdb
8521,The Adjustment Bureau,2011,7.0,60,230194,70.0
8522,The Descendants,2011,7.3,84,224913,73.0
8523,Paul,2011,7.0,57,222716,70.0
8524,Sucker Punch,2011,6.0,33,220082,60.0
8525,I Am Number Four,2011,6.1,36,219517,61.0
8526,Rango,2011,7.2,75,218901,72.0
8527,The Artist,2011,7.9,89,218826,79.0
8528,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,210667,49.0
8529,The Ides of March,2011,7.1,67,208531,71.0
8530,Just Go with It,2011,6.4,33,205018,64.0
8531,The Adventures of Tintin,2011,7.3,68,204556,73.0
8532,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,702311,81.0
8533,Thor,2011,7.0,57,696348,70.0
8534,The Intouchables,2011,8.5,57,690155,85.0
8535,Captain America: The First Avenger,2011,6.9,66,682446,69.0
8536,X: First Class,2011,7.7,65,617153,77.0
8537,Drive,2011,7.8,78,528713,78.0
8538,Limitless,2011,7.4,59,498086,74.0
8539,Rise of the Planet of the Apes,2011,7.6,68,476917,76.0
8540,Source Code,2011,7.5,74,457390,75.0
8541,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,453053,66.0
8542,"Crazy, Stupid, Love.",2011,7.4,68,441545,74.0
8543,The Hangover Part II,2011,6.4,44,437869,64.0
8544,Mission: Impossible - Ghost Protocol,2011,7.4,73,433054,74.0
8545,Warrior,2011,8.2,71,408209,82.0
8546,Horrible Bosses,2011,6.9,57,402417,69.0
8547,Sherlock Holmes: A Game of Shadows,2011,7.5,48,398288,75.0
8548,The Help,2011,8.1,62,397734,81.0
8549,The Girl with the Dragon Tattoo,2011,7.8,71,392338,78.0
8550,Transformers: Dark of the Moon,2011,6.2,42,369491,62.0
8551,Midnight in Paris,2011,7.7,81,361015,77.0
8552,In Time,2011,6.7,53,349629,67.0
8553,The Cabin in the Woods,2011,7.0,72,344028,70.0
8554,Fast Five,2011,7.3,66,334198,73.0
8555,Moneyball,2011,7.6,87,331564,76.0
8556,Super 8,2011,7.0,72,322815,70.0
8557,Friends with Benefits,2011,6.5,63,320903,65.0
8558,50/50,2011,7.6,72,303344,76.0
8559,Hugo,2011,7.5,83,287415,75.0
8560,Real Steel,2011,7.1,56,285476,71.0
8561,Green Lantern,2011,5.5,39,254491,55.0
8562,Bridesmaids,2011,6.8,75,252549,68.0
8563,Unknown,2011,6.8,56,237023,68.0
8564,Kung Fu Panda 2,2011,7.2,67,232922,72.0
8565,The Grey,2011,6.8,64,230633,68.0
8566,The Adjustment Bureau,2011,7.0,60,230194,70.0
8567,The Descendants,2011,7.3,84,224913,73.0
8568,Paul,2011,7.0,57,222716,70.0
8569,Sucker Punch,2011,6.0,33,220082,60.0
8570,I Am Number Four,2011,6.1,36,219517,61.0
8571,Rango,2011,7.2,75,218901,72.0
8572,The Artist,2011,7.9,89,218826,79.0
8573,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,210667,49.0
8574,The Ides of March,2011,7.1,67,208531,71.0
8575,Just Go with It,2011,6.4,33,205018,64.0
8576,The Adventures of Tintin,2011,7.3,68,204556,73.0
8577,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,702311,81.0
8578,Thor,2011,7.0,57,696348,70.0
8579,The Intouchables,2011,8.5,57,690155,85.0
8580,Captain America: The First Avenger,2011,6.9,66,682446,69.0
8581,X: First Class,2011,7.7,65,617153,77.0
8582,Drive,2011,7.8,78,528713,78.0
8583,Limitless,2011,7.4,59,498086,74.0
8584,Rise of the Planet of the Apes,2011,7.6,68,476917,76.0
8585,Source Code,2011,7.5,74,457390,75.0
8586,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,453053,66.0
8587,"Crazy, Stupid, Love.",2011,7.4,68,441545,74.0
8588,The Hangover Part II,2011,6.4,44,437869,64.0
8589,Mission: Impossible - Ghost Protocol,2011,7.4,73,433054,74.0
8590,Warrior,2011,8.2,71,408209,82.0
8591,Horrible Bosses,2011,6.9,57,402417,69.0
8592,Sherlock Holmes: A Game of Shadows,2011,7.5,48,398288,75.0
8593,The Help,2011,8.1,62,397734,81.0
8594,The Girl with the Dragon Tattoo,2011,7.8,71,392338,78.0
8595,Transformers: Dark of the Moon,2011,6.2,42,369491,62.0
8596,Midnight in Paris,2011,7.7,81,361015,77.0
8597,In Time,2011,6.7,53,349629,67.0
8598,The Cabin in the Woods,2011,7.0,72,344028,70.0
8599,Fast Five,2011,7.3,66,334198,73.0
8600,Moneyball,2011,7.6,87,331564,76.0
8601,Super 8,2011,7.0,72,322815,70.0
8602,Friends with Benefits,2011,6.5,63,320903,65.0
8603,50/50,2011,7.6,72,303344,76.0
8604,Hugo,2011,7.5,83,287415,75.0
8605,Real Steel,2011,7.1,56,285476,71.0
8606,Green Lantern,2011,5.5,39,254491,55.0
8607,Bridesmaids,2011,6.8,75,252549,68.0
8608,Unknown,2011,6.8,56,237023,68.0
8609,Kung Fu Panda 2,2011,7.2,67,232922,72.0
8610,The Grey,2011,6.8,64,230633,68.0
8611,The Adjustment Bureau,2011,7.0,60,230194,70.0
8612,The Descendants,2011,7.3,84,224913,73.0
8613,Paul,2011,7.0,57,222716,70.0
8614,Sucker Punch,2011,6.0,33,220082,60.0
8615,I Am Number Four,2011,6.1,36,219517,61.0
8616,Rango,2011,7.2,75,218901,72.0
8617,The Artist,2011,7.9,89,218826,79.0
8618,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,210667,49.0
8619,The Ides of March,2011,7.1,67,208531,71.0
8620,Just Go with It,2011,6.4,33,205018,64.0
8621,The Adventures of Tintin,2011,7.3,68,204556,73.0
8622,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,702311,81.0
8623,Thor,2011,7.0,57,696348,70.0
8624,The Intouchables,2011,8.5,57,690155,85.0
8625,Captain America: The First Avenger,2011,6.9,66,682446,69.0
8626,X: First Class,2011,7.7,65,617153,77.0
8627,Drive,2011,7.8,78,528713,78.0
8628,Limitless,2011,7.4,59,498086,74.0
8629,Rise of the Planet of the Apes,2011,7.6,68,476917,76.0
8630,Source Code,2011,7.5,74,457390,75.0
8631,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,453053,66.0
8632,"Crazy, Stupid, Love.",2011,7.4,68,441545,74.0
8633,The Hangover Part II,2011,6.4,44,437869,64.0
8634,Mission: Impossible - Ghost Protocol,2011,7.4,73,433054,74.0
8635,Warrior,2011,8.2,71,408209,82.0
8636,Horrible Bosses,2011,6.9,57,402417,69.0
8637,Sherlock Holmes: A Game of Shadows,2011,7.5,48,398288,75.0
8638,The Help,2011,8.1,62,397734,81.0
8639,The Girl with the Dragon Tattoo,2011,7.8,71,392338,78.0
8640,Transformers: Dark of the Moon,2011,6.2,42,369491,62.0
8641,Midnight in Paris,2011,7.7,81,361015,77.0
8642,In Time,2011,6.7,53,349629,67.0
8643,The Cabin in the Woods,2011,7.0,72,344028,70.0
8644,Fast Five,2011,7.3,66,334198,73.0
8645,Moneyball,2011,7.6,87,331564,76.0
8646,Super 8,2011,7.0,72,322815,70.0
8647,Friends with Benefits,2011,6.5,63,320903,65.0
8648,50/50,2011,7.6,72,303344,76.0
8649,Hugo,2011,7.5,83,287415,75.0
8650,Real Steel,2011,7.1,56,285476,71.0
8651,Green Lantern,2011,5.5,39,254491,55.0
8652,Bridesmaids,2011,6.8,75,252549,68.0
8653,Unknown,2011,6.8,56,237023,68.0
8654,Kung Fu Panda 2,2011,7.2,67,232922,72.0
8655,The Grey,2011,6.8,64,230633,68.0
8656,The Adjustment Bureau,2011,7.0,60,230194,70.0
8657,The Descendants,2011,7.3,84,224913,73.0
8658,Paul,2011,7.0,57,222716,70.0
8659,Sucker Punch,2011,6.0,33,220082,60.0
8660,I Am Number Four,2011,6.1,36,219517,61.0
8661,Rango,2011,7.2,75,218901,72.0
8662,The Artist,2011,7.9,89,218826,79.0
8663,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,210667,49.0
8664,The Ides of March,2011,7.1,67,208531,71.0
8665,Just Go with It,2011,6.4,33,205018,64.0
8666,The Adventures of Tintin,2011,7.3,68,204556,73.0
8667,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,702311,81.0
8668,Thor,2011,7.0,57,696348,70.0
8669,The Intouchables,2011,8.5,57,690155,85.0
8670,Captain America: The First Avenger,2011,6.9,66,682446,69.0
8671,X: First Class,2011,7.7,65,617153,77.0
8672,Drive,2011,7.8,78,528713,78.0
8673,Limitless,2011,7.4,59,498086,74.0
8674,Rise of the Planet of the Apes,2011,7.6,68,476917,76.0
8675,Source Code,2011,7.5,74,457390,75.0
8676,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,453053,66.0
8677,"Crazy, Stupid, Love.",2011,7.4,68,441545,74.0
8678,The Hangover Part II,2011,6.4,44,437869,64.0
8679,Mission: Impossible - Ghost Protocol,2011,7.4,73,433054,74.0
8680,Warrior,2011,8.2,71,408209,82.0
8681,Horrible Bosses,2011,6.9,57,402417,69.0
8682,Sherlock Holmes: A Game of Shadows,2011,7.5,48,398288,75.0
8683,The Help,2011,8.1,62,397734,81.0
8684,The Girl with the Dragon Tattoo,2011,7.8,71,392338,78.0
8685,Transformers: Dark of the Moon,2011,6.2,42,369491,62.0
8686,Midnight in Paris,2011,7.7,81,361015,77.0
8687,In Time,2011,6.7,53,349629,67.0
8688,The Cabin in the Woods,2011,7.0,72,344028,70.0
8689,Fast Five,2011,7.3,66,334198,73.0
8690,Moneyball,2011,7.6,87,331564,76.0
8691,Super 8,2011,7.0,72,322815,70.0
8692,Friends with Benefits,2011,6.5,63,320903,65.0
8693,50/50,2011,7.6,72,303344,76.0
8694,Hugo,2011,7.5,83,287415,75.0
8695,Real Steel,2011,7.1,56,285476,71.0
8696,Green Lantern,2011,5.5,39,254491,55.0
8697,Bridesmaids,2011,6.8,75,252549,68.0
8698,Unknown,2011,6.8,56,237023,68.0
8699,Kung Fu Panda 2,2011,7.2,67,232922,72.0
8700,The Grey,2011,6.8,64,230633,68.0
8701,The Adjustment Bureau,2011,7.0,60,230194,70.0
8702,The Descendants,2011,7.3,84,224913,73.0
8703,Paul,2011,7.0,57,222716,70.0
8704,Sucker Punch,2011,6.0,33,220082,60.0
8705,I Am Number Four,2011,6.1,36,219517,61.0
8706,Rango,2011,7.2,75,218901,72.0
8707,The Artist,2011,7.9,89,218826,79.0
8708,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,210667,49.0
8709,The Ides of March,2011,7.1,67,208531,71.0
8710,Just Go with It,2011,6.4,33,205018,64.0
8711,The Adventures of Tintin,2011,7.3,68,204556,73.0
8712,The Dark Knight Rises,2012,8.4,78,1406943,84.0
8713,Django Unchained,2012,8.4,81,1235881,84.0
8714,The Avengers,2012,8.0,69,1199391,80.0
8715,The Hunger Games,2012,7.2,68,802702,72.0
8716,The Hobbit: An Unexpected Journey,2012,7.8,58,725298,78.0
8717,Silver Linings Playbook,2012,7.7,81,626686,77.0
8718,Skyfall,2012,7.7,81,597340,77.0
8719,Ted,2012,6.9,62,543586,69.0
8720,Prometheus,2012,7.0,64,543510,70.0
8721,Life of Pi,2012,7.9,79,543257,79.0
8722,Argo,2012,7.7,86,540557,77.0
8723,The Amazing Spider-Man,2012,6.9,66,532348,69.0
8724,Looper,2012,7.4,84,505993,74.0
8725,21 Jump Street,2012,7.2,69,483213,72.0
8726,The Perks of Being a Wallflower,2012,8.0,67,427449,80.0
8727,Wreck-It Ralph,2012,7.7,72,351743,77.0
8728,Brave,2012,7.1,69,344424,71.0
8729,Cloud Atlas,2012,7.4,55,329348,74.0
8730,Men in Black 3,2012,6.8,58,315997,68.0
8731,Flight,2012,7.3,76,306571,73.0
8732,Moonrise Kingdom,2012,7.8,84,295379,78.0
8733,Les Misérables,2012,7.6,63,289301,76.0
8734,Jack Reacher,2012,7.0,50,288181,70.0
8735,The Expendables 2,2012,6.6,51,279994,66.0
8736,Taken 2,2012,6.2,45,275820,62.0
8737,The Bourne Legacy,2012,6.7,61,271186,67.0
8738,Snow White and the Huntsman,2012,6.1,57,261274,61.0
8739,Pitch Perfect,2012,7.2,66,259907,72.0
8740,Zero Dark Thirty,2012,7.4,95,254246,74.0
8741,The Dictator,2012,6.4,58,254187,64.0
8742,Jagten,2012,8.3,77,247507,83.0
8743,John Carter,2012,6.6,51,244130,66.0
8744,Dredd,2012,7.1,60,237316,71.0
8745,Dark Shadows,2012,6.2,55,232877,62.0
8746,Lincoln,2012,7.3,86,231199,73.0
8747,Chronicle,2012,7.0,69,231070,70.0
8748,Total Recall,2012,6.3,43,230441,63.0
8749,The Place Beyond the Pines,2012,7.3,68,229565,73.0
8750,Battleship,2012,5.8,41,226894,58.0
8751,Seven Psychopaths,2012,7.2,66,226131,72.0
8752,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,217483,55.0
8753,Lawless,2012,7.3,58,215982,73.0
8754,End of Watch,2012,7.6,68,213844,76.0
8755,Hotel Transylvania,2012,7.1,47,207408,71.0
8756,Sinister,2012,6.8,53,201681,68.0
8757,Safe House,2012,6.7,52,194564,67.0
8758,American Reunion,2012,6.7,49,193878,67.0
8759,Lo imposible,2012,7.6,73,181125,76.0
8760,Project X,2012,6.6,48,179625,66.0
8761,The Dark Knight Rises,2012,8.4,78,1406943,84.0
8762,Django Unchained,2012,8.4,81,1235881,84.0
8763,The Avengers,2012,8.0,69,1199391,80.0
8764,The Hunger Games,2012,7.2,68,802702,72.0
8765,The Hobbit: An Unexpected Journey,2012,7.8,58,725298,78.0
8766,Silver Linings Playbook,2012,7.7,81,626686,77.0
8767,Skyfall,2012,7.7,81,597340,77.0
8768,Ted,2012,6.9,62,543586,69.0
8769,Prometheus,2012,7.0,64,543510,70.0
8770,Life of Pi,2012,7.9,79,543257,79.0
8771,Argo,2012,7.7,86,540557,77.0
8772,The Amazing Spider-Man,2012,6.9,66,532348,69.0
8773,Looper,2012,7.4,84,505993,74.0
8774,21 Jump Street,2012,7.2,69,483213,72.0
8775,The Perks of Being a Wallflower,2012,8.0,67,427449,80.0
8776,Wreck-It Ralph,2012,7.7,72,351743,77.0
8777,Brave,2012,7.1,69,344424,71.0
8778,Cloud Atlas,2012,7.4,55,329348,74.0
8779,Men in Black 3,2012,6.8,58,315997,68.0
8780,Flight,2012,7.3,76,306571,73.0
8781,Moonrise Kingdom,2012,7.8,84,295379,78.0
8782,Les Misérables,2012,7.6,63,289301,76.0
8783,Jack Reacher,2012,7.0,50,288181,70.0
8784,The Expendables 2,2012,6.6,51,279994,66.0
8785,Taken 2,2012,6.2,45,275820,62.0
8786,The Bourne Legacy,2012,6.7,61,271186,67.0
8787,Snow White and the Huntsman,2012,6.1,57,261274,61.0
8788,Pitch Perfect,2012,7.2,66,259907,72.0
8789,Zero Dark Thirty,2012,7.4,95,254246,74.0
8790,The Dictator,2012,6.4,58,254187,64.0
8791,Jagten,2012,8.3,77,247507,83.0
8792,John Carter,2012,6.6,51,244130,66.0
8793,Dredd,2012,7.1,60,237316,71.0
8794,Dark Shadows,2012,6.2,55,232877,62.0
8795,Lincoln,2012,7.3,86,231199,73.0
8796,Chronicle,2012,7.0,69,231070,70.0
8797,Total Recall,2012,6.3,43,230441,63.0
8798,The Place Beyond the Pines,2012,7.3,68,229565,73.0
8799,Battleship,2012,5.8,41,226894,58.0
8800,Seven Psychopaths,2012,7.2,66,226131,72.0
8801,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,217483,55.0
8802,Lawless,2012,7.3,58,215982,73.0
8803,End of Watch,2012,7.6,68,213844,76.0
8804,Hotel Transylvania,2012,7.1,47,207408,71.0
8805,Sinister,2012,6.8,53,201681,68.0
8806,Safe House,2012,6.7,52,194564,67.0
8807,American Reunion,2012,6.7,49,193878,67.0
8808,Lo imposible,2012,7.6,73,181125,76.0
8809,Project X,2012,6.6,48,179625,66.0
8810,The Dark Knight Rises,2012,8.4,78,1406943,84.0
8811,Django Unchained,2012,8.4,81,1235881,84.0
8812,The Avengers,2012,8.0,69,1199391,80.0
8813,The Hunger Games,2012,7.2,68,802702,72.0
8814,The Hobbit: An Unexpected Journey,2012,7.8,58,725298,78.0
8815,Silver Linings Playbook,2012,7.7,81,626686,77.0
8816,Skyfall,2012,7.7,81,597340,77.0
8817,Ted,2012,6.9,62,543586,69.0
8818,Prometheus,2012,7.0,64,543510,70.0
8819,Life of Pi,2012,7.9,79,543257,79.0
8820,Argo,2012,7.7,86,540557,77.0
8821,The Amazing Spider-Man,2012,6.9,66,532348,69.0
8822,Looper,2012,7.4,84,505993,74.0
8823,21 Jump Street,2012,7.2,69,483213,72.0
8824,The Perks of Being a Wallflower,2012,8.0,67,427449,80.0
8825,Wreck-It Ralph,2012,7.7,72,351743,77.0
8826,Brave,2012,7.1,69,344424,71.0
8827,Cloud Atlas,2012,7.4,55,329348,74.0
8828,Men in Black 3,2012,6.8,58,315997,68.0
8829,Flight,2012,7.3,76,306571,73.0
8830,Moonrise Kingdom,2012,7.8,84,295379,78.0
8831,Les Misérables,2012,7.6,63,289301,76.0
8832,Jack Reacher,2012,7.0,50,288181,70.0
8833,The Expendables 2,2012,6.6,51,279994,66.0
8834,Taken 2,2012,6.2,45,275820,62.0
8835,The Bourne Legacy,2012,6.7,61,271186,67.0
8836,Snow White and the Huntsman,2012,6.1,57,261274,61.0
8837,Pitch Perfect,2012,7.2,66,259907,72.0
8838,Zero Dark Thirty,2012,7.4,95,254246,74.0
8839,The Dictator,2012,6.4,58,254187,64.0
8840,Jagten,2012,8.3,77,247507,83.0
8841,John Carter,2012,6.6,51,244130,66.0
8842,Dredd,2012,7.1,60,237316,71.0
8843,Dark Shadows,2012,6.2,55,232877,62.0
8844,Lincoln,2012,7.3,86,231199,73.0
8845,Chronicle,2012,7.0,69,231070,70.0
8846,Total Recall,2012,6.3,43,230441,63.0
8847,The Place Beyond the Pines,2012,7.3,68,229565,73.0
8848,Battleship,2012,5.8,41,226894,58.0
8849,Seven Psychopaths,2012,7.2,66,226131,72.0
8850,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,217483,55.0
8851,Lawless,2012,7.3,58,215982,73.0
8852,End of Watch,2012,7.6,68,213844,76.0
8853,Hotel Transylvania,2012,7.1,47,207408,71.0
8854,Sinister,2012,6.8,53,201681,68.0
8855,Safe House,2012,6.7,52,194564,67.0
8856,American Reunion,2012,6.7,49,193878,67.0
8857,Lo imposible,2012,7.6,73,181125,76.0
8858,Project X,2012,6.6,48,179625,66.0
8859,The Dark Knight Rises,2012,8.4,78,1406943,84.0
8860,Django Unchained,2012,8.4,81,1235881,84.0
8861,The Avengers,2012,8.0,69,1199391,80.0
8862,The Hunger Games,2012,7.2,68,802702,72.0
8863,The Hobbit: An Unexpected Journey,2012,7.8,58,725298,78.0
8864,Silver Linings Playbook,2012,7.7,81,626686,77.0
8865,Skyfall,2012,7.7,81,597340,77.0
8866,Ted,2012,6.9,62,543586,69.0
8867,Prometheus,2012,7.0,64,543510,70.0
8868,Life of Pi,2012,7.9,79,543257,79.0
8869,Argo,2012,7.7,86,540557,77.0
8870,The Amazing Spider-Man,2012,6.9,66,532348,69.0
8871,Looper,2012,7.4,84,505993,74.0
8872,21 Jump Street,2012,7.2,69,483213,72.0
8873,The Perks of Being a Wallflower,2012,8.0,67,427449,80.0
8874,Wreck-It Ralph,2012,7.7,72,351743,77.0
8875,Brave,2012,7.1,69,344424,71.0
8876,Cloud Atlas,2012,7.4,55,329348,74.0
8877,Men in Black 3,2012,6.8,58,315997,68.0
8878,Flight,2012,7.3,76,306571,73.0
8879,Moonrise Kingdom,2012,7.8,84,295379,78.0
8880,Les Misérables,2012,7.6,63,289301,76.0
8881,Jack Reacher,2012,7.0,50,288181,70.0
8882,The Expendables 2,2012,6.6,51,279994,66.0
8883,Taken 2,2012,6.2,45,275820,62.0
8884,The Bourne Legacy,2012,6.7,61,271186,67.0
8885,Snow White and the Huntsman,2012,6.1,57,261274,61.0
8886,Pitch Perfect,2012,7.2,66,259907,72.0
8887,Zero Dark Thirty,2012,7.4,95,254246,74.0
8888,The Dictator,2012,6.4,58,254187,64.0
8889,Jagten,2012,8.3,77,247507,83.0
8890,John Carter,2012,6.6,51,244130,66.0
8891,Dredd,2012,7.1,60,237316,71.0
8892,Dark Shadows,2012,6.2,55,232877,62.0
8893,Lincoln,2012,7.3,86,231199,73.0
8894,Chronicle,2012,7.0,69,231070,70.0
8895,Total Recall,2012,6.3,43,230441,63.0
8896,The Place Beyond the Pines,2012,7.3,68,229565,73.0
8897,Battleship,2012,5.8,41,226894,58.0
8898,Seven Psychopaths,2012,7.2,66,226131,72.0
8899,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,217483,55.0
8900,Lawless,2012,7.3,58,215982,73.0
8901,End of Watch,2012,7.6,68,213844,76.0
8902,Hotel Transylvania,2012,7.1,47,207408,71.0
8903,Sinister,2012,6.8,53,201681,68.0
8904,Safe House,2012,6.7,52,194564,67.0
8905,American Reunion,2012,6.7,49,193878,67.0
8906,Lo imposible,2012,7.6,73,181125,76.0
8907,Project X,2012,6.6,48,179625,66.0
8908,The Dark Knight Rises,2012,8.4,78,1406943,84.0
8909,Django Unchained,2012,8.4,81,1235881,84.0
8910,The Avengers,2012,8.0,69,1199391,80.0
8911,The Hunger Games,2012,7.2,68,802702,72.0
8912,The Hobbit: An Unexpected Journey,2012,7.8,58,725298,78.0
8913,Silver Linings Playbook,2012,7.7,81,626686,77.0
8914,Skyfall,2012,7.7,81,597340,77.0
8915,Ted,2012,6.9,62,543586,69.0
8916,Prometheus,2012,7.0,64,543510,70.0
8917,Life of Pi,2012,7.9,79,543257,79.0
8918,Argo,2012,7.7,86,540557,77.0
8919,The Amazing Spider-Man,2012,6.9,66,532348,69.0
8920,Looper,2012,7.4,84,505993,74.0
8921,21 Jump Street,2012,7.2,69,483213,72.0
8922,The Perks of Being a Wallflower,2012,8.0,67,427449,80.0
8923,Wreck-It Ralph,2012,7.7,72,351743,77.0
8924,Brave,2012,7.1,69,344424,71.0
8925,Cloud Atlas,2012,7.4,55,329348,74.0
8926,Men in Black 3,2012,6.8,58,315997,68.0
8927,Flight,2012,7.3,76,306571,73.0
8928,Moonrise Kingdom,2012,7.8,84,295379,78.0
8929,Les Misérables,2012,7.6,63,289301,76.0
8930,Jack Reacher,2012,7.0,50,288181,70.0
8931,The Expendables 2,2012,6.6,51,279994,66.0
8932,Taken 2,2012,6.2,45,275820,62.0
8933,The Bourne Legacy,2012,6.7,61,271186,67.0
8934,Snow White and the Huntsman,2012,6.1,57,261274,61.0
8935,Pitch Perfect,2012,7.2,66,259907,72.0
8936,Zero Dark Thirty,2012,7.4,95,254246,74.0
8937,The Dictator,2012,6.4,58,254187,64.0
8938,Jagten,2012,8.3,77,247507,83.0
8939,John Carter,2012,6.6,51,244130,66.0
8940,Dredd,2012,7.1,60,237316,71.0
8941,Dark Shadows,2012,6.2,55,232877,62.0
8942,Lincoln,2012,7.3,86,231199,73.0
8943,Chronicle,2012,7.0,69,231070,70.0
8944,Total Recall,2012,6.3,43,230441,63.0
8945,The Place Beyond the Pines,2012,7.3,68,229565,73.0
8946,Battleship,2012,5.8,41,226894,58.0
8947,Seven Psychopaths,2012,7.2,66,226131,72.0
8948,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,217483,55.0
8949,Lawless,2012,7.3,58,215982,73.0
8950,End of Watch,2012,7.6,68,213844,76.0
8951,Hotel Transylvania,2012,7.1,47,207408,71.0
8952,Sinister,2012,6.8,53,201681,68.0
8953,Safe House,2012,6.7,52,194564,67.0
8954,American Reunion,2012,6.7,49,193878,67.0
8955,Lo imposible,2012,7.6,73,181125,76.0
8956,Project X,2012,6.6,48,179625,66.0
8957,The Dark Knight Rises,2012,8.4,78,1406943,84.0
8958,Django Unchained,2012,8.4,81,1235881,84.0
8959,The Avengers,2012,8.0,69,1199391,80.0
8960,The Hunger Games,2012,7.2,68,802702,72.0
8961,The Hobbit: An Unexpected Journey,2012,7.8,58,725298,78.0
8962,Silver Linings Playbook,2012,7.7,81,626686,77.0
8963,Skyfall,2012,7.7,81,597340,77.0
8964,Ted,2012,6.9,62,543586,69.0
8965,Prometheus,2012,7.0,64,543510,70.0
8966,Life of Pi,2012,7.9,79,543257,79.0
8967,Argo,2012,7.7,86,540557,77.0
8968,The Amazing Spider-Man,2012,6.9,66,532348,69.0
8969,Looper,2012,7.4,84,505993,74.0
8970,21 Jump Street,2012,7.2,69,483213,72.0
8971,The Perks of Being a Wallflower,2012,8.0,67,427449,80.0
8972,Wreck-It Ralph,2012,7.7,72,351743,77.0
8973,Brave,2012,7.1,69,344424,71.0
8974,Cloud Atlas,2012,7.4,55,329348,74.0
8975,Men in Black 3,2012,6.8,58,315997,68.0
8976,Flight,2012,7.3,76,306571,73.0
8977,Moonrise Kingdom,2012,7.8,84,295379,78.0
8978,Les Misérables,2012,7.6,63,289301,76.0
8979,Jack Reacher,2012,7.0,50,288181,70.0
8980,The Expendables 2,2012,6.6,51,279994,66.0
8981,Taken 2,2012,6.2,45,275820,62.0
8982,The Bourne Legacy,2012,6.7,61,271186,67.0
8983,Snow White and the Huntsman,2012,6.1,57,261274,61.0
8984,Pitch Perfect,2012,7.2,66,259907,72.0
8985,Zero Dark Thirty,2012,7.4,95,254246,74.0
8986,The Dictator,2012,6.4,58,254187,64.0
8987,Jagten,2012,8.3,77,247507,83.0
8988,John Carter,2012,6.6,51,244130,66.0
8989,Dredd,2012,7.1,60,237316,71.0
8990,Dark Shadows,2012,6.2,55,232877,62.0
8991,Lincoln,2012,7.3,86,231199,73.0
8992,Chronicle,2012,7.0,69,231070,70.0
8993,Total Recall,2012,6.3,43,230441,63.0
8994,The Place Beyond the Pines,2012,7.3,68,229565,73.0
8995,Battleship,2012,5.8,41,226894,58.0
8996,Seven Psychopaths,2012,7.2,66,226131,72.0
8997,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,217483,55.0
8998,Lawless,2012,7.3,58,215982,73.0
8999,End of Watch,2012,7.6,68,213844,76.0
9000,Hotel Transylvania,2012,7.1,47,207408,71.0
9001,Sinister,2012,6.8,53,201681,68.0
9002,Safe House,2012,6.7,52,194564,67.0
9003,American Reunion,2012,6.7,49,193878,67.0
9004,Lo imposible,2012,7.6,73,181125,76.0
